,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
753,Rock Sound,0,BS,1562709991,75,24.9,-76.2,83.45,11.39
754,Kenai,1,US,1562709992,72,60.55,-151.26,72.0,11.41
755,Aquiraz,0,BR,1562709993,74,-3.9,-38.39,86.0,5.82
756,Madisonville,1,US,1562709724,44,37.33,-87.5,93.2,3.36
757,Lake City,1,US,1562709995,15,38.03,-107.32,81.0,8.05
758,Kongsberg,3,NO,1562709997,77,59.67,9.65,64.99,4.7
759,Quebec,75,CA,1562709998,32,46.83,-71.24,82.99,8.05
760,Flin Flon,75,CA,1562709999,36,54.77,-101.88,75.2,5.82
761,Sumenep,7,ID,1562710000,94,-7.02,113.87,69.59,4.52
762,Bartica,20,GY,1562710001,74,6.41,-58.62,84.2,13.87
763,San Policarpo,99,PH,1562710003,83,12.18,125.51,77.87,4.81
764,Vanimo,95,PG,1562710004,78,-2.67,141.3,79.13,8.08
765,Buchanan,75,LR,1562710005,88,5.88,-10.05,78.8,14.34
766,Mayo,75,CA,1562710006,26,63.59,-135.9,71.6,4.7
767,Alyangula,0,AU,1562710007,93,-13.85,136.42,60.8,11.05
768,Annbank,75,GB,1562710010,100,55.47,-4.52,59.0,5.82
769,Turba,90,EE,1562710011,93,59.08,24.24,57.0,6.93
770,Richmond,1,CA,1562710012,64,49.16,-123.14,80.01,3.36
771,Egvekinot,0,RU,1562710013,32,66.32,-179.17,73.91,1.16
772,Palmer,0,AU,1562710017,81,-34.85,139.16,48.2,16.11
773,Jishou,20,CN,1562710019,93,28.26,109.7,64.01,1.68
774,Pinega,16,RU,1562710020,84,64.7,43.39,43.31,8.39
775,Mocajuba,64,BR,1562710022,93,-2.58,-49.5,77.51,2.15
776,Padang,99,ID,1562710023,78,-0.92,100.36,82.55,10.13
777,Vizinga,100,RU,1562710025,95,61.08,50.08,53.39,3.96
778,Yakeshi,100,CN,1562710026,91,49.28,120.73,58.61,2.06
779,General Elizardo Aquino,0,PY,1562710028,59,-24.45,-56.9,70.67,4.65
780,Uzhur,99,RU,1562710030,72,55.32,89.85,59.15,4.05
781,Ambon,0,FR,1562710031,56,47.55,-2.56,69.01,9.17
782,Port Hardy,90,CA,1562710032,77,50.7,-127.42,64.4,8.7
783,Zhigansk,34,RU,1562710034,91,66.77,123.37,63.29,9.64
784,Pierre,1,US,1562709787,51,44.37,-100.35,82.99,20.8
785,Talara,0,PE,1562710036,290,-4.58,-81.27,62.6,13.87
786,Conceicao da Barra,31,BR,1562710037,71,-18.59,-39.73,65.27,5.39
787,Herat,0,AF,1562710038,25,34.35,62.22,77.0,3.36
788,Sokoto,100,NG,1562710039,65,13.06,5.24,82.19,9.19
789,Inuvik,75,CA,1562710042,35,68.36,-133.71,69.8,5.82
790,San Vicente,20,EC,1562710043,78,-0.59,-80.41,78.8,16.11
791,Mahajanga,0,MG,1562710044,83,-15.72,46.32,77.0,4.7
792,Zuenoula,94,CI,1562710046,95,7.43,-6.04,71.93,4.23
793,Mogadishu,71,SO,1562710048,86,2.04,45.34,76.79,13.0
794,Westport,1,US,1562709964,39,41.14,-73.36,89.01,4.7
795,Tuy Hoa,98,VN,1562710050,66,13.08,109.3,79.31,7.65
796,Mersing,100,MY,1562710051,96,2.43,103.84,74.09,1.92
797,Lacaron,97,PH,1562710052,70,10.83,121.99,83.99,6.64
798,Aljezur,88,PT,1562710054,80,37.31,-8.8,70.0,12.35
799,Homer,1,US,1562710055,82,59.64,-151.54,72.0,6.93
800,Mugur-Aksy,82,RU,1562710056,85,50.38,90.44,42.23,3.74
801,Millau,83,FR,1562710057,93,44.1,3.08,64.4,2.24
802,Wuning,100,CN,1562710059,99,29.26,120.23,70.0,2.86
803,Juruti,39,BR,1562710061,64,-2.16,-56.09,85.25,3.33
804,Iskateley,100,RU,1562710062,93,67.68,53.15,39.89,8.68
805,Santa Lucia,0,IT,1562710063,57,41.98,12.66,82.0,1.12
806,Banepa,75,NP,1562710064,100,27.63,85.52,69.8,1.68
807,Concarneau,0,FR,1562710065,55,47.88,-3.92,66.2,4.7
808,Ipixuna,75,BR,1562710067,83,-1.76,-48.8,78.8,9.17
809,Baykit,69,RU,1562710068,79,61.68,96.39,53.21,2.84
810,Beckley,1,US,1562709940,58,37.78,-81.19,87.8,4.54
811,Praia da Vitoria,20,PT,1562710071,83,38.73,-27.07,71.6,8.97
812,Songea,0,TZ,1562710072,74,-10.68,35.65,61.31,3.13
813,Tezu,100,IN,1562710074,98,27.93,96.16,68.51,3.53
814,Olga,1,US,1562709785,37,34.11,-118.17,87.01,4.7
815,Kerema,39,PG,1562710076,83,-7.96,145.78,76.61,3.85
816,Mezen,56,RU,1562710077,84,65.85,44.24,44.93,9.46
817,Lubumbashi,0,CD,1562710078,39,-11.66,27.48,57.89,2.84
818,Isla Mujeres,75,MX,1562710080,66,21.23,-86.73,87.8,12.75
819,Axim,100,GH,1562710081,90,4.87,-2.24,75.35,8.41
820,Chagoda,100,RU,1562710083,97,59.16,35.33,52.31,4.74
821,Hueytown,1,US,1562710084,47,33.45,-87.0,99.0,8.05
822,Ongandjera,87,NA,1562710086,14,-17.88,15.07,59.33,7.29
823,Bud,20,NO,1562710087,93,62.91,6.91,57.2,12.75
824,Chicama,40,PE,1562710088,82,-7.84,-79.15,66.2,8.05
825,Voi,39,KE,1562710089,88,-3.4,38.57,67.61,11.36
826,Montgomery,40,US,1562710090,56,32.37,-86.3,98.6,10.29
827,Manakara,93,MG,1562710093,90,-22.14,48.01,67.61,3.15
828,Luangwa,0,MZ,1562710094,41,-15.62,30.4,58.79,3.44
829,Santa Paula,1,US,1562710074,56,34.35,-119.06,84.99,11.41
830,Ulaangom,99,MN,1562710096,58,49.98,92.07,64.01,2.48
831,Morondava,39,MG,1562710097,61,-20.3,44.28,73.91,20.31
832,Wellsford,1,NZ,1562710099,86,-36.3,174.52,53.01,1.01
833,Sinop,0,TR,1562710100,77,42.03,35.15,68.87,11.61
834,Makarov,91,RU,1562710101,86,48.62,142.78,47.99,4.09
835,Sibolga,94,ID,1562709821,74,1.74,98.78,81.83,4.9
836,Karasjok,90,NO,1562710103,93,69.47,25.52,46.4,12.75
837,Veraval,0,FR,1562710105,63,49.65,0.71,63.0,9.17
838,Sri Aman,59,MY,1562710106,94,1.24,111.46,69.8,1.66
839,Campbell River,75,CA,1562710107,56,50.02,-125.24,75.0,10.29
840,Mareeba,77,AU,1562710109,78,-16.99,145.42,71.6,10.29
841,Novokayakent,100,RU,1562710110,54,42.39,47.99,78.8,15.66
842,Ewa Beach,40,US,1562710110,55,21.32,-158.01,89.6,18.34
843,Balkhash,0,KZ,1562710113,39,46.84,74.98,76.79,15.43
844,Garango,97,BF,1562710114,74,11.8,-0.55,77.15,5.91
845,Borogontsy,100,RU,1562710116,97,62.67,131.17,60.59,5.95
846,Myrhorod,71,UA,1562710118,83,49.97,33.61,55.37,8.08
847,Oktyabrskoye,20,RU,1562710119,100,56.73,85.44,60.01,2.24
848,Griffith,0,AU,1562710120,100,-34.29,146.06,37.4,6.38
849,Safranbolu,0,TR,1562710121,69,41.25,32.69,64.55,3.09
850,Hervey Bay,40,AU,1562710122,87,-25.3,152.85,63.0,4.7
851,Orotukan,1,RU,1562710124,46,62.26,151.67,66.17,3.13
852,Linjiang,0,CN,1562710126,93,41.81,126.91,57.17,1.57
853,Dongsheng,15,CN,1562710127,91,29.72,112.52,68.51,3.0
854,Werder,62,DE,1562710129,78,53.49,13.1,55.99,1.99
855,Danilov,90,RU,1562710131,100,58.19,40.17,55.4,4.47
856,Inhambane,0,MZ,1562710132,79,-23.87,35.38,59.69,2.28
857,Narodychi,98,UA,1562710133,95,51.2,29.09,52.85,8.25
858,Aviles,90,ES,1562710134,88,43.55,-5.92,66.0,2.24
859,Saravan,7,AM,1562710136,56,39.72,45.65,69.8,6.93
860,Krasnoarmeysk,0,RU,1562710137,82,56.12,38.15,59.0,11.18
861,Oistins,20,BB,1562710138,70,13.07,-59.53,86.0,20.8
862,Rome,0,IT,1562709947,57,41.89,12.48,80.01,1.12
863,Kathu,0,ZA,1562710140,58,-27.7,23.05,45.0,4.76
864,Coolum Beach,41,AU,1562710141,100,-26.53,153.09,59.0,2.53
865,Newcastle,0,AU,1562709961,87,-32.93,151.78,46.99,17.22
866,Lakeside,5,US,1562710145,44,32.86,-116.92,84.99,10.29
867,Tanout,61,NE,1562710146,34,14.97,8.88,89.57,6.96
868,Hatillo,40,PR,1562710147,83,18.49,-66.83,86.0,10.29
869,Hohhot,20,CN,1562710149,82,40.81,111.65,60.8,2.24
870,Vuktyl,63,RU,1562710151,89,63.86,57.31,49.43,4.32
871,Zeya,26,RU,1562710152,88,53.74,127.27,62.57,0.89
872,Inverness,100,GB,1562710153,93,57.48,-4.23,62.01,11.41
873,Bay-Khaak,31,RU,1562710154,56,51.16,94.47,59.15,2.19
874,Foumban,100,CM,1562710156,97,5.73,10.9,62.75,1.54
875,Dehui,0,CN,1562710158,72,44.53,125.71,68.0,2.24
876,Southbridge,75,US,1562710159,35,42.08,-72.03,88.0,6.93
877,Nangomba,70,TZ,1562710160,75,-10.9,38.52,71.03,5.17
878,Darfield,100,NZ,1562710162,93,-43.49,172.11,52.0,4.7
879,Deputatskiy,4,RU,1562710164,76,69.3,139.9,63.83,2.75
880,Mackenzie,75,CA,1562710165,48,55.34,-123.09,66.2,2.24
881,Tambo,20,PE,1562710166,23,-12.95,-74.02,73.4,5.82
882,Orocue,67,CO,1562710168,75,4.79,-71.34,78.05,8.01
883,Roebourne,95,AU,1562710169,36,-20.77,117.15,66.35,4.12
884,Copiapo,90,CL,1562710170,71,-27.37,-70.33,55.4,10.29
885,Evensk,13,RU,1562710171,61,61.92,159.24,64.37,2.28
886,Carutapera,42,BR,1562710173,83,-1.2,-46.02,78.77,6.91
887,Baiao,82,BR,1562710175,93,-2.79,-49.67,76.79,2.57
888,Pingliang,0,CN,1562710176,80,35.54,106.68,49.97,4.83
889,Conceicao do Araguaia,28,BR,1562710175,42,-8.26,-49.26,85.25,4.18
890,Arlit,64,NE,1562710178,18,18.74,7.39,97.85,4.16
891,Naifaru,100,MV,1562710179,77,5.44,73.37,84.17,11.68
892,Watertown,40,US,1562710098,58,44.9,-97.12,87.8,10.29
893,Iluppur,75,IN,1562710182,69,10.51,78.62,82.4,5.82
894,Masalli,75,KR,1562710183,88,34.8,126.66,71.6,5.82
895,Salinopolis,83,BR,1562710184,75,-0.61,-47.36,82.01,15.03
896,Hoquiam,90,US,1562710189,82,46.98,-123.89,73.99,5.53
897,Lebork,75,PL,1562710190,87,54.54,17.75,55.99,10.29
898,Jieshi,100,CN,1562710191,87,22.82,115.83,80.01,4.05
899,ChengDe,98,CN,1562710192,90,40.97,117.93,60.05,1.14
900,Verkhoyansk,40,RU,1562710193,68,67.55,133.39,65.27,2.84
901,Masyaf,0,SY,1562710195,82,35.06,36.34,71.39,4.59
902,Alasehir,0,TR,1562710196,10,38.35,28.52,75.0,58.0
903,Inirida,52,CO,1562710197,86,3.87,-67.92,79.13,2.68
904,Dumas,40,IN,1562710198,83,21.09,72.71,84.2,6.93
905,North Bend,90,US,1562710200,100,43.41,-124.22,66.0,8.05
906,Santiago de Cao,40,PE,1562710201,82,-7.96,-79.24,66.2,8.05
907,Pakala,32,GM,1562710202,69,13.62,-15.52,81.47,15.46
908,Nueva Florida,0,PE,1562710203,58,-6.95,-76.61,86.0,4.09
909,Garachine,100,PA,1562710204,71,8.06,-78.36,82.19,6.38
910,Sasebo,75,JP,1562710206,100,33.18,129.67,73.99,3.36
911,Shakhtinsk,0,KZ,1562710207,93,49.71,72.59,44.6,8.95
912,Marolambo,100,MG,1562710208,99,-20.05,48.13,62.93,1.79
913,Cravo Norte,100,CO,1562710209,86,6.3,-70.2,76.43,4.74
914,Nurobod,0,UZ,1562710210,42,40.91,69.8,80.6,6.93
915,El Aguila,40,MX,1562710212,34,19.17,-99.41,84.2,9.17
916,Kysyl-Syr,76,RU,1562710213,88,63.9,122.77,65.81,1.48
917,Ust-Kuyga,0,RU,1562710215,63,70.0,135.55,70.67,9.19
918,Corrales,91,CO,1562710216,78,5.83,-72.84,53.75,2.66
919,Micheweni,38,TZ,1562710219,79,-4.97,39.83,79.13,17.6
920,San Bernardo,8,CL,1562710220,71,-33.59,-70.7,59.0,8.05
921,Payo,29,ID,1562710221,98,-3.75,103.64,65.99,2.77
922,Guadalajara,0,ES,1562710160,43,40.63,-3.16,77.0,4.7
923,Roros,0,NO,1562710224,93,62.57,11.38,50.0,4.7
924,Lulea,0,SE,1562710225,55,65.58,22.15,60.8,1.12
925,Batsfjord,75,NO,1562710226,93,70.63,29.72,44.6,11.41
926,Maumere,4,ID,1562710227,78,-8.63,122.22,71.21,8.23
927,Tripoli,0,GR,1562710228,69,37.51,22.37,78.01,8.05
928,Ararat,0,AM,1562710230,46,39.85,44.7,69.8,6.87
929,Saint Stephen,90,US,1562710231,94,45.7,-94.27,75.2,4.7
930,Manggar,53,ID,1562710232,87,-2.88,108.27,74.99,4.43
931,Preobrazheniye,39,RU,1562710233,95,42.9,133.91,56.27,2.26
932,Mastung,0,PK,1562710235,11,29.8,66.85,76.07,6.26
933,Gobabis,0,NA,1562710236,25,-22.45,18.97,52.67,9.42
934,Luau,15,CD,1562710237,28,-10.7,22.23,60.05,1.57
935,Antofagasta,75,CL,1562710204,76,-23.65,-70.4,57.2,13.87
936,Lucea,75,JM,1562710239,83,18.44,-78.17,88.0,4.7
937,Turbat,44,PK,1562710240,87,26.0,63.05,79.31,4.54
938,Le Port,78,FR,1562710242,68,42.87,1.37,66.0,5.01
939,Zdvinsk,0,RU,1562710243,94,54.7,78.67,52.31,8.72
940,Buta,92,CD,1562710244,98,2.79,24.73,69.77,0.72
941,San Matias,0,BO,1562710245,28,-16.36,-58.4,87.23,5.37
942,Kizema,100,RU,1562710246,98,61.11,44.83,54.65,5.66
943,Batticaloa,100,LK,1562709964,81,7.71,81.69,78.41,2.71
944,Bilma,47,NE,1562710249,18,18.69,12.92,96.41,8.03
